BIBTEXKEY,DATE,TITLE,AUTHOR,JOURNALTITLE,BOOKTITLE,CATEGORY,DOI,EDITOR,PUBLISHER
Knobe2010-KNOR-2,2010,Responsibility,"Knobe, Joshua, Doris, John M.",NA,Moral Psychology Handbook,INCOLLECTION,NA,,Oxford University Press
Kahane2012-KAHOTW,2012,On the Wrong Track: Process and Content in Moral Psychology,"Kahane, Guy",Mind and Language,NA,ARTICLE,10.1111/mila.12001,,Wiley-Blackwell
Sripada2012-SRIMSA,2012,Mental State Attributions and the Side-Effect Effect,"Sripada, Chandra",Journal of Experimental Social Psychology,NA,ARTICLE,NA,,NA
Hughes2012-HUGIAC-2,2012,Inferences About Character and Motive Influence Intentionality Attributions About Side Effects,"Hughes, Jamie S., Trafimow, David",British Journal of Social Psychology,NA,ARTICLE,NA,,NA
Buckwalter2010-BUCKIC,2010,Knowledge Isn?T Closed on Saturday: A Study in Ordinary Language,"Buckwalter, Wesley",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-010-0030-3,,Springer Netherlands
Cullen2010-SR,2010,Survey-Driven Romanticism,"Cullen, Simon",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-009-0016-1,,Springer Netherlands
Feltz2012-FELFWC,2012,"Free Will, Causes, and Decisions: Individual Differences in Written Reports","Feltz, Adam, Perez, A., Harris, M.",Journal of Consciousness Studies,NA,ARTICLE,NA,,Imprint Academic
Walker2012-WALALS,2012,A Longitudinal Study of Change in Preservice Teachers? Personal Epistemologies,"Walker, Sue, Brownlee, Jo, Whiteford, Chrystal, Exely, Beryl, Woods, Annette",NA,NA,UNPUBLISHED,NA,,"Edith Cowan University, Research Online, Perth, Western Australia"
Pinillos2011-PINPNC-3,2011,Philosophy's New Challenge: Experiments and Intentional Action,"Pinillos, N. Ángel, Smith, Nick, Nair, G. Shyam, Marchetto, Peter, Mun, Cecilea",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2010.01412.x,,Digital Commons ? Lingnan University
Young2010-YOUITN,2010,Investigating the Neural and Cognitive Basis of Moral Luck: It?s Not What You Do but What You Know,"Young, Liane, Nichols, Shaun, Saxe, Rebecca",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-010-0027-y,,Springer Netherlands
Finch2011-FINEPA,2011,Experimental Philosophy and the Concept of Moral Responsibility,"Finch, Alicia",Modern Schoolman,NA,ARTICLE,10.5840/schoolman2011881/29,,"Philosophy Department, St. Louis University"
Koopman2012-KOOPRF,2012,Pragmatist Resources for Experimental Philosophy: Inquiry in Place of Intuition,"Koopman, Colin",Journal of Speculative Philosophy,NA,ARTICLE,10.5325/jspecphil.26.1.0001,,NA
Abarbanell2010-ABAMMA,2010,Mayan Morality: An Exploration of Permissible Harms,"Abarbanell, Linda, Hauser, Marc D.",Cognition,NA,ARTICLE,10.1016/j.cognition.2009.12.007,,NA
Weigel2011-WEIDAF,2011,"Distance, Anger, Freedom: An Account of the Role of Abstraction in Compatibilist and Incompatibilist Intuitions","Weigel, Chris",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.562640,,Taylor \& Francis
Horvath2010-HORIEP,2010,"Introduction: Experimental Philosophy and its Critics, Parts 1 and 2","Horvath, Joachim, Grundmann, Thomas",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.490945,,Taylor \& Francis
Bjornsson2012-TEC-2,2012,Judgments of Moral Responsibility: A Unified Account,"Björnsson, Gunnar, Persson, Karl",NA,The Explanatory Component of Moral Responsibility,INCOLLECTION,NA,,Blackwell
Goodman2012-GOOWIP-2,2012,What If Plato Took Surveys? Thoughts About Philosophy Experiments.,"Goodman, William M.",NA,An Anthology of Philosophical Studies - Volume 6,INCOLLECTION,NA,,Athiner
Rini2012-RINROJ,2012,"Review of J. Alexander, Experimental Philosophy: An Introduction","Rini, Regina A.",International Studies in the Philosophy of Science,NA,ARTICLE,10.1080/02698595.2012.748500,,Routledge
Guglielmo2010-GUGCUS,2010,Can Unintended Side Effects Be Intentional? Resolving a Controversy Over Intentionality and Morality,"Guglielmo, Steve, Malle, Bertram F.",Personality and Social Psychology Bulletin,NA,ARTICLE,NA,,NA
Botterill2010-BOTEIT,2010,Effective Intentions: The Power of Conscious Will * by Alfred R. Mele,"Botterill, G.",Analysis,NA,ARTICLE,10.1093/analys/anq013,,NA
Talbot2012-TALTIO-4,2012,The Irrelevance of Folk Intuitions to the ?Hard Problem? of Consciousness,"Talbot, Brian",Consciousness and Cognition,NA,ARTICLE,10.1016/j.concog.2010.12.005,,Elsevier
Nuccetelli2012-NUCRNA,2012,"Reasoning, Normativity, and Experimental Philosophy","Nuccetelli, Susana, Seay, Gary",American Philosophical Quarterly,NA,ARTICLE,NA,,NA
Levy2011-LEVWAF,2011,We're All Folk: An Interview with Neil Levy About Experimental Philosophy and Conceptual Analysis,"Levy, Neil, Kitano, Yasuko",Annals of the Japan Association for Philosophy of Science,NA,ARTICLE,10.4288/jafpos.19.0\_87,,NA
Rabl2011-RABTIO,2011,The Impact of Situational Influences on Corruption in Organizations,"Rabl, Tanja",Journal of Business Ethics,NA,ARTICLE,10.1007/s10551-011-0768-2,,Springer Verlag
Huebner2010-HUECCO,2010,Commonsense Concepts of Phenomenal Consciousness: Does Anyone Care About Functional Zombies?,"Huebner, Bryce",Phenomenology and the Cognitive Sciences,NA,ARTICLE,10.1007/s11097-009-9126-6,,Springer
Zarpentine2012-ZARWEA,2012,Wino Epistemology and the Shifting-Sands Problem,"Zarpentine, Chris, Cipolletti, Heather, Bishop, Michael",The Monist,NA,ARTICLE,10.5840/monist201295217,,The Hegeler Institute
Beebe2010-BEETES,2010,The Epistemic Side-Effect Effect,"Beebe, James R., Buckwalter, Wesley",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2010.01398.x,,Blackwell
Sosa2010-SOSIAM,2010,Intuitions and Meaning Divergence,"Sosa, Ernest",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.505859,,Taylor \& Francis
Gray2012-GRAMPI,2012,Mind Perception is the Essence of Morality,"Gray, Kurt, Young, Liane, Waytz, Adam",Psychological Inquiry,NA,ARTICLE,10.1080/1047840x.2012.651387,,NA
Huschle2012-HUSLOA,2012,Learner Outcome Attainment in Teaching Applied Ethics Versus Case Methodology,"Huschle, Brian J.",Teaching Philosophy,NA,ARTICLE,10.5840/teachphil201235327,,Philosophy Documentation Center
Varvatsoulias2012-VARMOO,2012,"Moral Orientations of Males and Females on Justice and Social Exchange, and Care and Kin Reciprocity","Varvatsoulias, George",Philotheos,NA,ARTICLE,10.5840/philotheos20121214,,NA
Seeley2010-SEEICH-2,2010,Imagining Crawling Home: A Case Study in Cognitive Science and Aesthetics,"Seeley, William P.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-010-0031-2,,Springer Netherlands
Nadelhoffer2012-NADNAN-2,2012,Neurolaw and Neuroprediction: Potential Promises and Perils,"Nadelhoffer, Thomas, Sinnott{-}Armstrong, Walter",Philosophy Compass,NA,ARTICLE,10.1111/j.1747-9991.2012.00494.x,,Blackwell
Maibom2010-MAIWEE,2010,What Experimental Evidence Shows Us About the Role of Emotions in Moral Judgement,"Maibom, Heidi",Philosophy Compass,NA,ARTICLE,10.1111/j.1747-9991.2010.00341.x,,Blackwell
Matos2012-MATODC-2,2012,Opressões da Corporalidade Na Pedagógica Brasileira e Possibilidades de Libertaç~{a}o a Partir Das Culturas Populares Revolucionárias,"Matos, Hugo Allan",NA,NA,THESIS,NA,,NA
Sousa2010-SOUFCO-2,2010,Folk Concepts of Intentional Action in the Contexts of Amoral and Immoral Luck,"Sousa, Paulo, Holbrook, Colin",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-010-0028-x,,Springer Netherlands
Pinillos2012-PINKEA,2012,"Knowledge, Experiments, and Practical Interests","Pinillos, Ángel",NA,Knowledge Ascriptions,INCOLLECTION,NA,,Oxford University Press
Weinberg2010-WEIAPE,2010,Are Philosophers Expert Intuiters?,"Weinberg, Jonathan M., Gonnerman, Chad, Buckner, Cameron, Alexander, Joshua",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.490944,,Taylor \& Francis
Serchuk2011-SERVLA,2011,"Vagueness, Logic and Use: Four Experimental Studies on Vagueness","Serchuk, Phil, Hargreaves, Ian, Zach, Richard",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2011.01430.x,,Blackwell
Perner2010-PERTAC-2,2010,Teleology and Causal Understanding in Children's Theory of Mind,"Perner, Josef, Roessler, Johannes",NA,NA,UNPUBLISHED,NA,,NA
Ludwig2010-LUDIAR,2010,Intuitions and Relativity,"Ludwig, Kirk",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.505877,,Taylor \& Francis
Jong2012-JONSTB-2,2012,Scaring the Bejesus Into People: The Effects of Mortality Salience on Explicit and Implicit Religious Belief,"Jong, Jonathan",NA,NA,THESIS,NA,,University of Otago
Seiler2011-SEIDMD,2011,Developing Moral Decision-Making Competence: A Quasi-Experimental Intervention Study in the Swiss Armed Forces,"Seiler, Stefan, Fischer, Andreas, Voegtli, Sibylle A.",Ethics and Behavior,NA,ARTICLE,10.1080/10508422.2011.622177,,Taylor \& Francis
Buckwalter2012-BUCSPA,2012,Surveying Philosophers: A Response to Kuntz \& Kuntz,"Buckwalter, Wesley",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-012-0103-6,,Springer Verlag
Ichikawa2011-MAIIDO,2011,In Defense of a Kripkean Dogma,"Ichikawa, Jonathan, Maitra, Ishani, Weatherson, Brian",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2010.00478.x,,Wiley-Blackwell
Malle2012-MALAIJ,2012,Are Intentionality Judgments Fundamentally Moral,"Malle, Bertram F., Guglielmo, Steve",NA,"Emotions, Imagination, and Moral Reasoning",INCOLLECTION,NA,,Psychology Press
Hofmann2010-HOFICA,2010,"Intuitions, Concepts, and Imagination","Hofmann, Frank",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2010.505980,,Taylor \& Francis
Sagar2011-SAGTCS,2011,The Cognitive Science of Religion/Atheism and its Impact on Plantinga's Reformed Epistemology,"Sagar, Richard Jonathan",NA,NA,UNPUBLISHED,NA,,NA
Michelin2010-MICSMB,2010,Should More Be Saved? Diversity in Utilitarian Moral Judgment,"Michelin, Corinna, Pellizzoni, Sandra, Siegal, Michael, Tallandini, Maria",Journal of Cognition and Culture,NA,ARTICLE,10.1163/156853710x497211,,Brill Academic Publishers
Ruedy2010-RUEITM,2010,In the Moment: The Effect of Mindfulness on Ethical Decision Making,"Ruedy, Nicole E., Schweitzer, Maurice E.",Journal of Business Ethics,NA,ARTICLE,10.1007/s10551-011-0796-y,,Springer Nature
Liao2012-LIAPTT-2,2012,Putting the Trolley in Order: Experimental Philosophy and the Loop Case,"Liao, S. Matthew, Wiegmann, Alex, Alexander, Joshua, Vong, Gerard",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.627536,,NA
Huebner2011-HUEHTS,2011,"How the Source, Inevitability and Means of Bringing About Harm Interact in Folk-Moral Judgments","Huebner, Bryce, Hauser, Marc D., Pettit, Phillip",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2011.01416.x,,Blackwell
Mizumoto2011-MIZATO,2011,A Theory of Knowledge and Belief Change - Formal and Experimental Perspectives,"Mizumoto, Masaharu",NA,NA,BOOK,NA,,Hokkaido University Press
Khazaei2011-KHAMGO-2,2011,Moral Generalism or Particularism?,"Khazaei, Zahra",Philosophy Study,NA,ARTICLE,NA,,NA
Machery2010-MACTBI,2010,The Bleak Implications of Moral Psychology,"Machery, Edouard",Neuroethics,NA,ARTICLE,10.1007/s12152-010-9063-7,,Springer Verlag
Beebe2012-BEESCB,2012,Surprising Connections Between Knowledge and Action: The Robustness of the Epistemic Side-Effect Effect,"Beebe, James R., Jensen, Mark",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.622439,,NA
Ransom2012-ALIIAM,2012,It?s a Miracle: Separating the Miraculous From the Mundane,"Ransom, Michael R., Alicke, Mark D.",Archive for the Psychology of Religion,NA,ARTICLE,10.1163/15736121-12341239,,Brill Academic Publishers
Frost2012-FROAJE,2012,"Book Review of Alexander, Joshua. Experimental Philosophy: An Introduction","Frost, David J.",Philosophia,NA,ARTICLE,10.1007/s11406-012-9392-3,,Springer Verlag
Sandis2010-SANTET,2010,The Experimental Turn and Ordinary Language,"Sandis, Constantine",Essays in Philosophy,NA,ARTICLE,10.5840/eip20101125,,Pacific University
Sinnott-Armstrong2010-SINMI-2,2010,Moral Intuitions,"Sinnott{-}Armstrong, Walter, Young, Liane, Cushman, Fiery",NA,Moral Psychology Handbook,INCOLLECTION,NA,,Oxford University Press
Bageac2011-BAGMSA-2,2011,Management Students? Attitudes Toward Business Ethics: A Comparison Between France and Romania,"Bageac, Daniel, Furrer, Olivier, Reynaud, Emmanuelle",Journal of Business Ethics,NA,ARTICLE,10.1007/s10551-010-0555-5,,Springer
Dwyer2010-SUSTLA-2,2010,"The Linguistic Analogy: Motivations, Results, and Speculations","Dwyer, Susan, Huebner, Bryce, Hauser, Marc D.",Topics in Cognitive Science,NA,ARTICLE,10.1111/j.1756-8765.2009.01064.x,,NA
Pfeifer2012-PFEEOA-2,2012,Experiments on Aristotle?s Thesis,"Pfeifer, Niki",The Monist,NA,ARTICLE,10.5840/monist201295213,,The Hegeler Institute
Weijers2012-WEIWCT,2012,We Can Test the Experience Machine: Reply to Smith,"Weijers, Dan",Ethical Perspectives,NA,ARTICLE,NA,,NA
Sauer2012-SAUPAF,2012,Psychopaths and Filthy Desks: Are Emotions Necessary and Sufficient for Moral Judgment?,"Sauer, Hanno",Ethical Theory and Moral Practice,NA,ARTICLE,10.1007/s10677-011-9274-y,,Springer Verlag
Cowley-Cunningham2012-COWIAM,2012,Intended and Merely Foreseen Consequences: The Psychology of the ?Cause or Allow? Offence,"Cowley{-}Cunningham, Michelle B.",NA,"SSRN E-Library Maurer School of Law's Law and Society Series \ensuremath{|} Media Summary, SLSA Newsletter, Spring Issue, 2012",INCOLLECTION,NA,,NA
Rini2012-RINEPA,2012,Experimental Philosophy: An Introduction,"Rini, Regina A.",International Studies in the Philosophy of Science,NA,ARTICLE,10.1080/02698595.2012.748500,,Taylor \& Francis
Mandelbaum2010-MANEAM-3,2010,Expectations and Morality: A Dilemma,"Mandelbaum, Eric, Ripley, David",Behavioral and Brain Sciences,NA,ARTICLE,10.1017/s0140525x10001822,,NA
Schwitzgebel2010-SCHDEA,2010,Do Ethicists and Political Philosophers Vote More Often Than Other Professors?,"Schwitzgebel, Eric, Rust, Joshua",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-009-0011-6,,Springer Netherlands
Cohen2011-COHCSA-3,2011,Cross-Cultural Similarities and Differences in Person-Body Reasoning: Experimental Evidence From the United Kingdom and Brazilian Amazon,"Cohen, Emma, Burdett, Emily, Knight, Nicola, Barrett, Justin",Cognitive Science,NA,ARTICLE,10.1111/j.1551-6709.2011.01172.x,,NA
Starmans2012-STAWTT,2012,Windows to the Soul: Children and Adults See the Eyes as the Location of the Self,"Starmans, Christina, Bloom, Paul",Cognition,NA,ARTICLE,10.1016/j.cognition.2012.02.002,,NA
Baron2012-BARUOA,2012,Use of a Rasch Model to Predict Response Times to Utilitarian Moral Dilemmas,"Baron, Jonathan, Gürçay, Burcu, Moore, Adam B., Starcke, Katrin",Synthese,NA,ARTICLE,10.1007/s11229-012-0121-z,,Springer Nature
Jackson2011-JACOGH,2011,On Gettier Holdouts,"Jackson, Frank",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2011.01427.x,,Wiley-Blackwell
Gasparatou2010-GASFIS,2010,"Folk Intuitions, Science Fiction and Philosophy: Comment on Experimental Philosophy","Gasparatou, Renia",Journal of Cognition and Culture,NA,ARTICLE,10.1163/156853710x531230,,Brill Academic Publishers
Copp2012-COPEIA-4,2012,"Experiments, Intuitions, and Methodology in Moral and Political Theory 1","Copp, David",Oxford Studies in Metaethics,NA,ARTICLE,10.1093/acprof:oso/9780199653492.003.0001,,Oxford University Press
Luk2012-LUKCEO,2012,Cultural Effect on Perspective Taking in Chinese?English Bilinguals,"Luk, Kevin K. S., Xiao, Wen S., Cheung, Him",Cognition,NA,ARTICLE,10.1016/j.cognition.2012.05.016,,NA
Mikhail2012-MIKMGA-2,2012,Moral Grammar and Human Rights,"Mikhail, John",NA,"Understanding Social Action, Promoting Human Rights",INCOLLECTION,NA,,Oup Usa
Pfeifer2012-PFENFE,2012,Naturalized Formal Epistemology of Uncertain Reasoning,"Pfeifer, Niki",NA,NA,THESIS,NA,,NA
Hindriks2010-HINPAL,2010,Person as Lawyer: How Having a Guilty Mind Explains Attributions of Intentional Agency,"Hindriks, Frank",Behavioral and Brain Sciences,NA,ARTICLE,10.1017/s0140525x10001767,,NA
Walsh2011-WALTMO-10,2011,The Meaning of Cause and Prevent: The Role of Causal Mechanism,"Walsh, Clare R., Sloman, Steven A.",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2010.01409.x,,Blackwell
Hindriks2011-HINCIA,2011,"Control, Intentional Action, and Moral Responsibility","Hindriks, Frank",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.562647,,Taylor \& Francis
Bjornsson2012-BJRAUE,2012,A Unified Empirical Account of Responsibility Judgments,"Björnsson, Gunnar, Persson, Karl",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/j.1933-1592.2012.00603.x,,Wiley-Blackwell
Feltz2010-FELADI,2010,Actor-Observer Differences in Intentional Action Intuitions.,"Feltz, A., Harris, M., Perez, A.",NA,Proceedings of the 32nd Annual Conference of the Cognitive Science Society,INCOLLECTION,NA,,Cognitive Science Society
Conroy2010-CONEAO-4,2010,Ethical Attitudes of Accounting Practitioners: Are Rank and Ethical Attitudes Related?,"Conroy, Stephen J., Emerson, Tisha L. N., Pons, Frank",Journal of Business Ethics,NA,ARTICLE,10.1007/s10551-009-0076-2,,Springer Verlag
Alicke2011-ALICNV,2011,"Causation, Norm Violation, and Culpable Control","Alicke, Mark D., Rose, David, Bloom, Dori",Journal of Philosophy,NA,ARTICLE,10.5840/jphil20111081238,,Journal of Philosophy Inc
Sytsma2010-SYTDTO,2010,Dennett?s Theory of the Folk Theory of Consciousness,"Sytsma, Justin",Journal of Consciousness Studies,NA,ARTICLE,NA,,Imprint Academic
May2010-MAYPIR,2010,"Practical Interests, Relevant Alternatives, and Knowledge Attributions: An Empirical Study","May, Joshua, Sinnott{-}Armstrong, Walter, Hull, Jay G., Zimmerman, Aaron",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-009-0014-3,,Springer Netherlands
Banerjee2010-BANIMJ,2010,"Intuitive Moral Judgments Are Robust Across Variation in Gender, Education, Politics and Religion: A Large-Scale Web-Based Study","Banerjee, Konika, Huebner, Bryce, Hauser, Marc",Journal of Cognition and Culture,NA,ARTICLE,10.1163/156853710x531186,,Brill Academic Publishers
Aguilar2010-AGUNWI,2010,New Waves in Philosophy of Action,NA,NA,NA,BOOK,NA,,Palgrave-Macmillan
Genone2012-GENCPE,2012,"Concept Possession, Experimental Semantics, and Hybrid Theories of Reference","Genone, James, Lombrozo, Tania",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2011.627538,,NA
